Model,Pris,Kørte_kilometer,Link_til_bil,scrapedate,Pris_DKK,Pris_med_afgift
VW ID.4 Volkswagen ProPerformance SportKomfortDesign20Wärmep,36300,22690,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904903075num_on_page1page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,270435,338043.75
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,55875,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877443222num_on_page2page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,416268.75,520335.9375
VW ID.4 Pro 210 kW Goal,57393,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901153894num_on_page3page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,427577.85000000003,534472.3125
VW ID.4 PURE LM19 NAVIPRO SITZH ACC PDC LED,25000,35903,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891017165num_on_page5page77search_id56304060titleVWID.4gebrauchtkaufen,2024-11-22,186250,232812.5
VW ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK ACCRADAR,38900,11600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875140878num_on_page1page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,289805,362256.25
VW ID.4 Volkswagen PRO PERF LIFE NAVIACCSHZ19 GJR,29912,14000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904910316num_on_page2page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,222844.4,278555.5
VW ID.4 Volkswagen GTX mit InfotainmentPaket 4Mo. SPORTPAKET,44960,6000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897387227num_on_page3page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,334952,418690
VW ID.4 Volkswagen 220 kW 4Motion GTX,38000,28000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906471731num_on_page4page77search_id56363989titleVWID.4gebrauchtkaufen,2024-11-22,283100,353875
VW ID.4 1st Pro PerformanceAHKNAVACCKAM,39300,38500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1603388011num_on_page4page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,292785,365981.25
VW ID.4 PURE AHK NAVI LED APPCONNECT PDC,23940,27019,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890849257num_on_page1page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,178353,222941.25
VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Pro mit Navi,33500,41000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1900218884num_on_page1page78premiumfalsesearch_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,249575,311968.75
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ACCRADARDCC,47700,8800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898870356num_on_page2page78premiumfalsesearch_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,355365,444206.25
VW ID.4 PURE NAVI LED KAMERA SITZH,29180,10607,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901044273num_on_page3page78premiumfalsesearch_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,217391,271738.75
VW ID.4 PRO UPE70 LM21 PANO AHK KAMERA,39590,29963,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873040956num_on_page1page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,294945.5,368681.875
VW ID.4 GTX 4MOTION 340 PS SPORTWOCHENAKTION Klima,55555,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875236081num_on_page2page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,413884.75,517355.9375
VW ID.4 Pro AHKNAVILEDACCWÄRMERCAMSHZDAB,35890,22400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894980182num_on_page3page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,267380.5,334225.625
VW ID.4 Pro Performance AHK ACC IQ.Light Navi Rear View CCS Wärmepumpe Alu19Hamar 1Gang Automatik,30971,43127,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907985364num_on_page4page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,230733.95,288417.4375
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,53840,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891070248num_on_page5page78search_id56364090titleVWID.4gebrauchtkaufen,2024-11-22,401108,501385
VW ID.4 Volkswagen Pure Performance Navi LED GRA LaneAssist FrontAssist,299000,22557,httpswww.12gebrauchtwagen.decpartnercar_ad_id1889972834num_on_page1page78search_id56364090titleVWID.4gebrauchtkaufen,2024-11-22,2227550,2784437.5
VW ID.4 Pro Performance AHK Navi LED ACC SHZ Kamera,38760,7770,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888276950num_on_page1page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Volkswagen 1st Pro Performance Keyless Rückfahrkam. AHK,39890,14950,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903537724num_on_page2page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,297180.5,371475.625
VW ID.4 PURE AHK NAVIPRO LED ACC SITZHZ PDC,25200,61076,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890935453num_on_page3page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,187740,234675
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro Pro,33400,26000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1900241225num_on_page4page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,248830,311037.5
VW ID.4 Volkswagen Pro Performance IQLight AHK SportPlus HUD,38990,5799,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897336462num_on_page1page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,290475.5,363094.375
VW ID.4 Volkswagen 1st Pro NaviACCKameraWärmepumpeAHK20,28970,49978,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906020725num_on_page2page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,215826.5,269783.125
VW ID.4 Volkswagen PURE NAVIPRO LED APPCON PDC,23650,54468,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907170516num_on_page3page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,176192.5,220240.625
VW ID.4 Volkswagen Pro Perform 150kW WP Navi AHK Leder Kamera,26990,39691,httpswww.12gebrauchtwagen.decpartnercar_ad_id1900243635num_on_page4page78search_id56383252titleVWID.4gebrauchtkaufen,2024-11-22,201075.5,251344.375
VW ID.4 Volkswagen Pro Performance CCSWÄRMEPUMPEMATRIXKAMERA,345000,9108,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901252421num_on_page5page78search_id56364090titleVWID.4gebrauchtkaufen,2024-11-22,2570250,3212812.5
VW ID.4 Volkswagen GTX 4 motion 77kwh Pano Rückfahrkamera,47990,300,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904203535num_on_page1page79premiumfalsesearch_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,357525.5,446906.875
VW ID.4 Volkswagen Pro AHK Matrix 5J.Gar. ACC KeyLess Navi LM,40995,10592,httpswww.12gebrauchtwagen.decpartnercar_ad_id1869695138num_on_page2page79premiumfalsesearch_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,305412.75,381765.9375
VW ID.4 GTX 4Mo. 20 PANO SCHALE WÄRMEPUMPE,34980,29993,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907796331num_on_page3page79premiumfalsesearch_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,260601,325751.25
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ACCRADARDCC,39800,32400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898794163num_on_page1page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,296510,370637.5
VW ID.4 Volkswagen Pro Performance PANO AHK NAVI,43950,15900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1869797094num_on_page2page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,327427.5,409284.375
VW ID.4 Volkswagen GTX 4Motion IQ.LIGHT NAV ACC 21 APP CON,49890,5500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1858803273num_on_page3page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,371680.5,464600.625
VW ID.4 Pro Performance Max HeadUpMatrixPanoDCC,34050,55500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868806722num_on_page4page79search_id56304140titleVWID.4gebrauchtkaufen,2024-11-22,253672.5,317090.625
VW ID.4 150 kW Pro Performance mit InfotainmentPaket AHKklappbar Navi LED ACC El. Heckklappe,43900,12000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1657526175num_on_page4page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,327055,408818.75
"VW ID.4 Volkswagen Pro AHK IQ.LIGHT Ganzja Rate 299 Euro 0,99",382000,14278,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898535574num_on_page1page79search_id56364146titleVWID.4gebrauchtkaufen,2024-11-22,2845900,3557375
VW ID.4 Volkswagen Pro GOAL AHKWÄRMENAVWR,545000,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868762932num_on_page2page79search_id56364146titleVWID.4gebrauchtkaufen,2024-11-22,4060250,5075312.5
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,37950,19850,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910346515num_on_page1page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,282727.5,353409.375
VW ID.4 Pro Performance 77kWh Wärmepumpe AHK LED PD,31640,29700,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910253263num_on_page2page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,235718,294647.5
VW ID.4 Volkswagen Pure 109kW 1Gang Automatik 4 Türen,21570,27205,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901631665num_on_page3page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,160696.5,200870.625
VW ID.4 GTX 4x4 PDACH NAVI 9x21 MATRIXLED,36620,20000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903473882num_on_page1page79search_id56304140titleVWID.4gebrauchtkaufen,2024-11-22,272819,341023.75
VW ID.4 Volkswagen Pro Performance 150 kW AHKSPORTPAKET PLUS,42490,22000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899679391num_on_page1page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,316550.5,395688.125
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,54550,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1758540605num_on_page2page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,406397.5,507996.875
VW ID.4 Volkswagen Pro Performance AHK PANO REAR VIEW WÄRMEP,429000,18490,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897198002num_on_page3page79search_id56364146titleVWID.4gebrauchtkaufen,2024-11-22,3196050,3995062.5
VW ID.4 Volkswagen GTX 4Motion 1GangAutomatik AHK ACC HUD IQ,47770,13760,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886778187num_on_page3page79search_id56383318titleVWID.4gebrauchtkaufen,2024-11-22,355886.5,444858.125
VW ID.4 Volkswagen Pro Performance AHK360MATRIXCCSASSISTS,339000,27511,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901250507num_on_page1page79search_id56364146titleVWID.4gebrauchtkaufen,2024-11-22,2525550,3156937.5
VW ID.4 Volkswagen Pro Performance,46990,5000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1806522861num_on_page1page80premiumfalsesearch_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,350075.5,437594.375
VW ID.4 Pure Performance 170 PS IQ. Light,48298,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868896901num_on_page2page80premiumfalsesearch_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,359820.10000000003,449775.12500000006
VW ID.4 Volkswagen Pro Performance 150 kW 82kWh Aut .DCC ACC,31490,27000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904871234num_on_page3page80premiumfalsesearch_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,234600.5,293250.625
VW ID.4 Volkswagen GTX 4MOTION SOFORTPANOAREAVIEWELEKTR.HECKKLAPPE,589000,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1889994526num_on_page1page80search_id56364200titleVWID.4gebrauchtkaufen,2024-11-22,4388050,5485062.5
VW ID.4 Volkswagen GTX 4MOTION 77 kWh ARHuDPanoWärmepumpe,44429,22000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891720500num_on_page1page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,330996.05,413745.0625
VW ID.4 PURE LM19 NAVIPRO SITZH ACC PDC LED,25000,35903,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890793853num_on_page2page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,186250,232812.5
VW ID.4 Pro Performance MatrixPanoAHK,37990,20300,httpswww.12gebrauchtwagen.decpartnercar_ad_id1893299538num_on_page3page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,283025.5,353781.875
VW ID.4 1st Max Pro Performance,63555,25000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1580953258num_on_page4page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,473484.75,591855.9375
VW ID.4 Volkswagen Pro Performance 77kWh SOFORTELEKTR.HECKKLAREAVIEWNAVI,568000,19500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1822340565num_on_page1page80search_id56364200titleVWID.4gebrauchtkaufen,2024-11-22,4231600,5289500
VW ID.4 GTX 4Motion AHK IQ.Light Pano Headup,69980,4900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1643418241num_on_page1page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,521351,651688.75
VW ID.4 GTX 4Motion AHK Wärmepumpe Panorama,71440,4900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1661137676num_on_page2page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,532228,665285
VW ID.4 Pro Performance NaviProRückfahrkameraLED,33377,10500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907809003num_on_page3page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,248658.65,310823.3125
VW ID.4 Volkswagen Pro Performance IQLIGHT 21 ZOLL NAVI PDC 1,42950,20900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908812619num_on_page4page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,319977.5,399971.875
VW ID.4 Pro 1st Edition Kamera 5J Garantie Klima,42995,21652,httpswww.12gebrauchtwagen.decpartnercar_ad_id1603413833num_on_page1page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,320312.75,400390.9375
VW ID.4 Pro 1st Edition Performance AHK Kamera ACC LED,42995,15999,httpswww.12gebrauchtwagen.decpartnercar_ad_id1603334610num_on_page2page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,320312.75,400390.9375
"VW ID.4 Pro AHK IQ.LIGHT Ganzja Rate 299 Euro 0,99",36950,14278,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901004635num_on_page3page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,275277.5,344096.875
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,39950,17780,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910342179num_on_page4page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,297627.5,372034.375
VW ID.4 Volkswagen GTX 220 kW 4Motion HeadUP Anhängerk. Wärme,32500,22853,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904706255num_on_page5page80search_id56383351titleVWID.4gebrauchtkaufen,2024-11-22,242125,302656.25
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,38595,6517,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876418651num_on_page1page81premiumfalsesearch_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,287532.75,359415.9375
VW ID.4 Volkswagen Basis Pro Performance AHK,41980,14000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1836794367num_on_page2page81premiumfalsesearch_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,312751,390938.75
VW ID.4 Pure Performance 52 kWh 125 kW Pure 5 Türen,27879,16500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901266573num_on_page3page81premiumfalsesearch_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,207698.55000000002,259623.18750000003
VW ID.4 Volkswagen Pro ACCLMel.Heck3xKlimaSoundSysSpurH,39965,13211,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876314043num_on_page1page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,297739.25,372174.0625
VW ID.4 Volkswagen Performance Pro LED Matrix AHK Easy Open 20 Zoll Navi,363000,16381,httpswww.12gebrauchtwagen.decpartnercar_ad_id1849627677num_on_page2page81search_id56304259titleVWID.4gebrauchtkaufen,2024-11-22,2704350,3380437.5
VW ID.4 Pure 125kW LED NAVI DAB PDC KLIMA ESP BT BC,23950,26182,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875152680num_on_page2page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,178427.5,223034.375
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh 1GangAutomatik,50250,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868960027num_on_page3page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,374362.5,467953.125
VW ID.4 PRO PERFORMANCE WÄRMEPUMPE 82kWh KAMERA AHK,31240,56996,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910142406num_on_page4page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,232738,290922.5
VW ID.4 Volkswagen Pro Performance 77kWh SOFORTELEKTR.HECKKLAREAVIEWNAVI,568000,19500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1822049336num_on_page1page81search_id56364253titleVWID.4gebrauchtkaufen,2024-11-22,4231600,5289500
VW ID.4 GTX 4Mo. 20 PANO SCHALE WÄRMEPUMPE,36130,29993,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903481421num_on_page1page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,269168.5,336460.625
VW ID.4 GTX NP72 PANO LM21 AHK,45640,13271,httpswww.12gebrauchtwagen.decpartnercar_ad_id1849907847num_on_page3page81search_id56304259titleVWID.4gebrauchtkaufen,2024-11-22,340018,425022.5
VW ID.4 Pro Perf. 20 AHK ACC IQ.LIGHT,37770,22061,httpswww.12gebrauchtwagen.decpartnercar_ad_id1853452099num_on_page2page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,281386.5,351733.125
VW ID.4 Volkswagen Performance Upgrade Pure,28930,22072,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897297839num_on_page3page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,215528.5,269410.625
VW ID.4 Pro Performance 1st Max 77 KWh HUD 360 AHK DCC Panoramadach,30090,109732,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875293020num_on_page1page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,224170.5,280213.125
VW ID.4 PURE NAVI PDC LED,24530,31774,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903326054num_on_page2page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,182748.5,228435.625
VW ID.4 Volkswagen E TAXI Pro Perform. 77 kWh 150 kW Pro,43990,35000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1892277239num_on_page3page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,327725.5,409656.875
VW ID.4 GTX Powerwochen,53255,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903415095num_on_page4page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,396749.75,495937.1875
VW ID.4,28570,68180,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875097274num_on_page5page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,212846.5,266058.125
VW ID.4 Volkswagen GTX 220 kW 4Motion Matrix AHK Navi PDC ACC,32990,51000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904846443num_on_page1page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,245775.5,307219.375
VW ID.4 Volkswagen Elektro Pro Performance AHKWärmepumpe19,32980,8796,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897452124num_on_page2page81search_id56383428titleVWID.4gebrauchtkaufen,2024-11-22,245701,307126.25
VW ID.4 Pure Performance 125 kW LEDLANENAVDABSPRACHBED,23250,17700,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907793858num_on_page1page82premiumfalsesearch_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,173212.5,216515.625
VW ID.4 Volkswagen Pro Performance MATRIXLEDKAMERASHZHZGAC,38479,22779,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886928429num_on_page2page82premiumfalsesearch_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,286668.55,358335.6875
VW ID.4 Volkswagen GTX 4MOTION AHK Massage HUD 360,52879,9653,httpswww.12gebrauchtwagen.decpartnercar_ad_id1876166291num_on_page3page82premiumfalsesearch_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,393948.55,492435.6875
VW ID.4 Pro Performance 1GangAutomatik IQ.Light Navi Rückfahrkamera,44880,17950,httpswww.12gebrauchtwagen.decpartnercar_ad_id1868996634num_on_page1page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,334356,417945
VW ID.4 GTX 4M WÄRMENAVIAHKACCAREAHDUPPANO,42470,24300,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875285347num_on_page2page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,316401.5,395501.875
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",352000,39500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1900278636num_on_page3page82search_id56304286titleVWID.4gebrauchtkaufen,2024-11-22,2622400,3278000
VW ID.4 Volkswagen GTX PANO WINTERRÄDER GARANTIE,426000,12518,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904918719num_on_page3page82search_id56364305titleVWID.4gebrauchtkaufen,2024-11-22,3173700,3967125
VW ID.4 Volkswagen Pro AHK Winterr. RearView Anschlussgarantie,353000,35392,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875358402num_on_page4page82search_id56364305titleVWID.4gebrauchtkaufen,2024-11-22,2629850,3287312.5
VW ID.4 PRO LM19 WÄRMEPUMPE NAVIPRO ACC,29180,72944,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905584236num_on_page1page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,217391,271738.75
VW ID.4 150 kW Pro Performance Max,39500,37000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1580896900num_on_page2page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,294275,367843.75
VW ID.4 PURE NAVIPRO LED DAB APPCON CLIMATRONIC,23080,26530,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890811128num_on_page3page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,171946,214932.5
VW ID.4 PRO 77KWh NAVIAHKLEDSKAMERA,53840,50,httpswww.12gebrauchtwagen.decpartnercar_ad_id1818837815num_on_page4page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,401108,501385
VW ID.4 150kW Pro Performance Life KLIMA LED NAVI A,28451,44967,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905624153num_on_page5page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,211959.95,264949.9375
VW ID.4 Volkswagen Pro Performance mit InfotaintP Gar. 03.27,39990,500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899883146num_on_page1page82search_id56383472titleVWID.4gebrauchtkaufen,2024-11-22,297925.5,372406.875
