Model,Pris,Kørte_kilometer,Link_til_bil
VW ID.4 Pro Performance IQ.LIGHT*AHK*DIGITAL*NAVI*KAMERA*WÄRMEPUMPE*20ZOLL,"37.499 €ab 493€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance IQ.LIGHT*AHK*DIGITAL*NAVI*KAMERA*WÄRMEPUMPE*20ZOLL●○○○○ Hoher Preis: 37.499 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 14400 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Lederinterieur, Navigation, Einparkhilfe, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Tempomat, Anhängerkupplung, Fensterheber×",14.400 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1854625678&num_on_page=2&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Pro *WÄRME*IQ-L*AHK*ACC*NAVI*360*19""*SHZ*","48.980 €ab 645€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro *WÄRME*IQ-L*AHK*ACC*NAVI*360*19""*SHZ*●○○○○ Hoher Preis: 48.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 3000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",3.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1901129515&num_on_page=3&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX 4MOTION +SOFORT+PANO+AREA-VIEW+ELEKTR.HECKKLAPPE+,589 €/ Monat,10 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1891048846&num_on_page=4&page=75&search_id=56363854&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance 150 kW (204 PS) 77 kWh 1-Ga,"44.900 €ab 592€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance 150 kW (204 PS) 77 kWh 1-Ga●○○○○ Hoher Preis: 44.900 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 24000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Scheckheftgepflegt, Anhängerkupplung, Fensterheber×",24.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1764335149&num_on_page=4&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOAL 210 kW (286 PS) 77 kWh 1-Gang-Automatik,"55.875 €ab 736€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL 210 kW (286 PS) 77 kWh 1-Gang-Automatik●○○○○ Hoher Preis: 55.875 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1877554623&num_on_page=1&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro 195 kW 4MOTION +PANO+AHK+HUD+NAVI+MET++,"40.450 €ab 533€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 195 kW 4MOTION +PANO+AHK+HUD+NAVI+MET++●○○○○ Hoher Preis: 40.450 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 195 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 14700 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",14.700 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1901149152&num_on_page=2&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX 4Motion +AHK +Head-up +Pano +Matrix-LED,"68.900 €ab 909€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4Motion +AHK +Head-up +Pano +Matrix-LED●○○○○ Hoher Preis: 68.900 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 8900 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",8.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1643323853&num_on_page=3&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX Keyless Access (Schließ- u. Startsystem,"36.830 €ab 485€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX Keyless Access (Schließ- u. Startsystem●○○○○ Hoher Preis: 36.830 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 20000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",20.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1853268583&num_on_page=4&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX 4Motion +AHK +Panorama +360 Kamera,"68.980 €ab 909€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4Motion +AHK +Panorama +360 Kamera●○○○○ Hoher Preis: 68.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 9900 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",9.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1643286886&num_on_page=5&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro 1st Edition ACC LED NAVI 5J Garantie,"42.985 €ab 566€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 1st Edition ACC LED NAVI 5J Garantie●○○○○ Hoher Preis: 42.985 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.800 €●●●●○ Guter Preis: 25.800 € zu 27.200 €●●●○○ Fair Preis: 27.200 € zu 30.100 €●●○○○ Erhöhter Preis: 30.100 € zu 31.500 €●○○○○ Hoher Preis: 31.500 € zu 57.300 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2020Kraftstoff: ElektroGetriebe: AKilometerzähler: 19495 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung×",19.495 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1603374323&num_on_page=1&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kWh 210 kW 4MOTION Pro mit Info. 5 Türen,448 €/ Monat,- km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907242365&num_on_page=2&page=75&search_id=56363854&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pure Komfortpaket,"44.066 €ab 580€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pure Komfortpaket●○○○○ Hoher Preis: 44.066 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.000 €●●●●○ Guter Preis: 26.000 € zu 27.400 €●●●○○ Fair Preis: 27.400 € zu 30.300 €●●○○○ Erhöhter Preis: 30.300 € zu 31.700 €●○○○○ Hoher Preis: 31.700 € zu 57.700 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 125 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1851503271&num_on_page=2&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,434 €/ Monat,- km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907245326&num_on_page=4&page=75&search_id=56363854&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance 150 kW+WÄRMEPUMPE+AHK,"30.980 €ab 408€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance 150 kW+WÄRMEPUMPE+AHK●●○○○ Erhöhter Preis: 30.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 34600 kmAusstattung / Eigenschaften: ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",34.600 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897406894&num_on_page=3&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pure 52 kWh 125 kW Pure mit Infotainm.P. 5 Türen,409 €/ Monat,- km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1909532196&num_on_page=1&page=75&search_id=56363854&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Volkswagen Pro Performance | NAVI | AHK | PANO | LED |,444 €/ Monat,24.215 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905751997&num_on_page=1&page=76&premium=false&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Pure Performance, Infotainment Paket, LED, App Connect","26.900 €ab 355€ finanzieren ↗●●●●○ Guter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pure Performance, Infotainment Paket, LED, App Connect●●●●○ Guter Preis: 26.900 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 125 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 28000 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",28.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1877479381&num_on_page=2&page=76&premium=false&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX.4Mot.Matrix.ErgoActiv.AHK.360°.IQ.HuD.,"35.950 €ab 474€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX.4Mot.Matrix.ErgoActiv.AHK.360°.IQ.HuD.●○○○○ Hoher Preis: 35.950 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 84514 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",84.514 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1871008436&num_on_page=3&page=76&premium=false&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance mit Infotaint-P Gar. 03.27,"38.990 €ab 513€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance mit Infotaint-P Gar. 03.27●○○○○ Hoher Preis: 38.990 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 11500 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",11.500 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1886850971&num_on_page=1&page=76&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
VW ID.4 PRO LM21 KAMERA NAVI IQ.LIGHT ACC,"36.590 €ab 481€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 PRO LM21 KAMERA NAVI IQ.LIGHT ACC●○○○○ Hoher Preis: 36.590 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 20388 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Jahreswagen, Garantie, Scheckheftgepflegt×",20.388 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1825656653&num_on_page=2&page=76&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Performance Komfort und Infotainment-Paket,"33.990 €ab 447€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Performance Komfort und Infotainment-Paket●○○○○ Hoher Preis: 33.990 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 9990 kmAusstattung / Eigenschaften: ABS, Airbag, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Standheizung, Scheckheftgepflegt, Servolenkung×",9.990 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1879287268&num_on_page=3&page=76&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro 77kWh/AHK/Matrix/Wärmepumpe/02.29Garantie,"37.270 €ab 491€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 77kWh/AHK/Matrix/Wärmepumpe/02.29Garantie●○○○○ Hoher Preis: 37.270 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 24420 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Jahreswagen, Garantie, Scheckheftgepflegt×",24.420 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905520164&num_on_page=4&page=76&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance Head Up+Kamera+Navi,"37.700 €ab 497€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance Head Up+Kamera+Navi●○○○○ Hoher Preis: 37.700 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 9340 kmAusstattung / Eigenschaften: Alarmanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung×",9.340 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1879311800&num_on_page=5&page=76&search_id=56383167&title=VW+ID.4+gebraucht+kaufen
