Model,Pris_DKK,Kilometer_kategori,Land
VW ID.4 Volkswagen Pro AHK Matrix 5J.Gar. ACC KeyLess Navi LM,381765.9375,10592,Tyskland
VW ID.4 GTX 4Mo. 20 PANO SCHALE WÄRMEPUMPE,325751.25,29993,Tyskland
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ACCRADARDCC,370637.5,32400,Tyskland
VW ID.4 Volkswagen Pro Performance PANO AHK NAVI,409284.375,15900,Tyskland
VW ID.4 Volkswagen GTX 4Motion IQ.LIGHT NAV ACC 21 APP CON,464600.625,5500,Tyskland
VW ID.4 Pro Performance Max HeadUpMatrixPanoDCC,317090.625,55500,Tyskland
VW ID.4 150 kW Pro Performance mit InfotainmentPaket AHKklappbar Navi LED ACC El. Heckklappe,408818.75,12000,Tyskland
"VW ID.4 Volkswagen Pro AHK IQ.LIGHT Ganzja Rate 299 Euro 0,99",3557375,14278,Tyskland
VW ID.4 Volkswagen Pro GOAL AHKWÄRMENAVWR,5075312.5,10,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,353409.375,19850,Tyskland
VW ID.4 Pro Performance 77kWh Wärmepumpe AHK LED PD,294647.5,29700,Tyskland
VW ID.4 Volkswagen Pure 109kW 1Gang Automatik 4 Türen,200870.625,27205,Tyskland
VW ID.4 GTX 4x4 PDACH NAVI 9x21 MATRIXLED,341023.75,20000,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW AHKSPORTPAKET PLUS,395688.125,22000,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,507996.875,0,Tyskland
VW ID.4 Volkswagen Pro Performance AHK PANO REAR VIEW WÄRMEP,3995062.5,18490,Tyskland
VW ID.4 Volkswagen GTX 4Motion 1GangAutomatik AHK ACC HUD IQ,444858.125,13760,Tyskland
VW ID.4 Volkswagen Pro Performance AHK360MATRIXCCSASSISTS,3156937.5,27511,Tyskland
VW ID.4 Volkswagen Pro Performance,437594.375,5000,Tyskland
VW ID.4 Pure Performance 170 PS IQ. Light,449775.12500000006,10,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 82kWh Aut .DCC ACC,293250.625,27000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION SOFORTPANOAREAVIEWELEKTR.HECKKLAPPE,5485062.5,10,Tyskland
VW ID.4 Volkswagen GTX 4MOTION 77 kWh ARHuDPanoWärmepumpe,413745.0625,22000,Tyskland
VW ID.4 PURE LM19 NAVIPRO SITZH ACC PDC LED,232812.5,35903,Tyskland
VW ID.4 Pro Performance MatrixPanoAHK,353781.875,20300,Tyskland
VW ID.4 1st Max Pro Performance,591855.9375,25000,Tyskland
VW ID.4 Volkswagen Pro Performance 77kWh SOFORTELEKTR.HECKKLAREAVIEWNAVI,5289500,19500,Tyskland
VW ID.4 GTX 4Motion AHK IQ.Light Pano Headup,651688.75,4900,Tyskland
VW ID.4 GTX 4Motion AHK Wärmepumpe Panorama,665285,4900,Tyskland
VW ID.4 Pro Performance NaviProRückfahrkameraLED,310823.3125,10500,Tyskland
VW ID.4 Volkswagen Pro Performance IQLIGHT 21 ZOLL NAVI PDC 1,399971.875,20900,Tyskland
VW ID.4 Pro 1st Edition Kamera 5J Garantie Klima,400390.9375,21652,Tyskland
VW ID.4 Pro 1st Edition Performance AHK Kamera ACC LED,400390.9375,15999,Tyskland
"VW ID.4 Pro AHK IQ.LIGHT Ganzja Rate 299 Euro 0,99",344096.875,14278,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,372034.375,17780,Tyskland
VW ID.4 Volkswagen GTX 220 kW 4Motion HeadUP Anhängerk. Wärme,302656.25,22853,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,359415.9375,6517,Tyskland
VW ID.4 Volkswagen Basis Pro Performance AHK,390938.75,14000,Tyskland
VW ID.4 Pure Performance 52 kWh 125 kW Pure 5 Türen,259623.18750000003,16500,Tyskland
VW ID.4 Volkswagen Pro ACCLMel.Heck3xKlimaSoundSysSpurH,372174.0625,13211,Tyskland
VW ID.4 Volkswagen Performance Pro LED Matrix AHK Easy Open 20 Zoll Navi,3380437.5,16381,Tyskland
VW ID.4 Pure 125kW LED NAVI DAB PDC KLIMA ESP BT BC,223034.375,26182,Tyskland
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh 1GangAutomatik,467953.125,0,Tyskland
VW ID.4 PRO PERFORMANCE WÄRMEPUMPE 82kWh KAMERA AHK,290922.5,56996,Tyskland
VW ID.4 Volkswagen Pro Performance 77kWh SOFORTELEKTR.HECKKLAREAVIEWNAVI,5289500,19500,Tyskland
VW ID.4 GTX 4Mo. 20 PANO SCHALE WÄRMEPUMPE,336460.625,29993,Tyskland
VW ID.4 GTX NP72 PANO LM21 AHK,425022.5,13271,Tyskland
VW ID.4 Pro Perf. 20 AHK ACC IQ.LIGHT,351733.125,22061,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pure,269410.625,22072,Tyskland
VW ID.4 Pro Performance 1st Max 77 KWh HUD 360 AHK DCC Panoramadach,280213.125,109732,Tyskland
VW ID.4 PURE NAVI PDC LED,228435.625,31774,Tyskland
VW ID.4 Volkswagen E TAXI Pro Perform. 77 kWh 150 kW Pro,409656.875,35000,Tyskland
VW ID.4 GTX Powerwochen,495937.1875,0,Tyskland
VW ID.4,266058.125,68180,Tyskland
VW ID.4 Volkswagen GTX 220 kW 4Motion Matrix AHK Navi PDC ACC,307219.375,51000,Tyskland
VW ID.4 Volkswagen Elektro Pro Performance AHKWärmepumpe19,307126.25,8796,Tyskland
VW ID.4 Pure Performance 125 kW LEDLANENAVDABSPRACHBED,216515.625,17700,Tyskland
VW ID.4 Volkswagen Pro Performance MATRIXLEDKAMERASHZHZGAC,358335.6875,22779,Tyskland
VW ID.4 Volkswagen GTX 4MOTION AHK Massage HUD 360,492435.6875,9653,Tyskland
VW ID.4 Pro Performance 1GangAutomatik IQ.Light Navi Rückfahrkamera,417945,17950,Tyskland
VW ID.4 GTX 4M WÄRMENAVIAHKACCAREAHDUPPANO,395501.875,24300,Tyskland
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",3278000,39500,Tyskland
VW ID.4 Volkswagen GTX PANO WINTERRÄDER GARANTIE,3967125,12518,Tyskland
VW ID.4 Volkswagen Pro AHK Winterr. RearView Anschlussgarantie,3287312.5,35392,Tyskland
VW ID.4 PRO LM19 WÄRMEPUMPE NAVIPRO ACC,271738.75,72944,Tyskland
VW ID.4 150 kW Pro Performance Max,367843.75,37000,Tyskland
VW ID.4 PURE NAVIPRO LED DAB APPCON CLIMATRONIC,214932.5,26530,Tyskland
VW ID.4 PRO 77KWh NAVIAHKLEDSKAMERA,501385,50,Tyskland
VW ID.4 150kW Pro Performance Life KLIMA LED NAVI A,264949.9375,44967,Tyskland
VW ID.4 Volkswagen Pro Performance mit InfotaintP Gar. 03.27,372406.875,500,Tyskland
VW ID.4 Volkswagen 1st 1st 20LM ACC Rfk WiRä,272753.8125,29999,Tyskland
VW ID.4 Pro Performance 15077 Wärmepumpe AHKLED,348566.875,22141,Tyskland
VW ID.4 Pro Performance Automatik Navi AHK RKamera,310106.25,18218,Tyskland
VW ID.4 Pure LED NaviPro AppConnect Bluetooth,230577.5,21760,Tyskland
VW ID.4 Volkswagen GTX 4Motion 21Assistenzpaket PlusAHK,530719.375,19000,Tyskland
VW ID.4 Volkswagen GTX 220 kW 4Motion Panorama AHK kamera 1 Hd,371568.75,22547,Tyskland
VW ID.4 Volkswagen Pure Performance Style Navi CAMLEDMatrixACC,256838.75,25148,Tyskland
VW ID.4 Pro Performance IQ.LIGHTAHKPANOKAMERAWP,380406.3125,13500,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaASH,347216.5625,15083,Tyskland
VW ID.4 Volkswagen Pure Performance 1.HAND NAVI,232626.25,33000,Tyskland
VW ID.4 Volkswagen Pure Performance City CCS AHK Navi 25 MwSt,272670,44200,Tyskland
VW ID.4 GTX 4Mo. 21 PANO AHK SCHALE DCC HuD,407794.375,19798,Tyskland
VW ID.4 Pro GOAL 4M WÄRMEHUP360WRMATRIX,557986.375,10,Tyskland
VW ID.4 PRO PERFORMANCE NAVI AHK LED ACC APPCONNECT,390100.625,16800,Tyskland
VW ID.4 Volkswagen GTX 4MOTION 77 kWhARHuDAHKWärmepumpe,423066.875,32500,Tyskland
VW ID.4 GTX NP72 PANO LM21 AHK,425022.5,13271,Tyskland
VW ID.4 Volkswagen Pro Performance AHK 8fach bereift uvm.,370637.5,15000,Tyskland
VW ID.4 Pro 77kWhAssistenzpaketRFKWärmepumpe,338788.75,12920,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC SHZ Kamera,360952.5,29770,Tyskland
VW ID.4 Volkswagen PURE AHK NAVIPRO LED ACC SITZHZ PDC,228621.875,61076,Tyskland
VW ID.4 Pure ACC PDC LED Navi AppConnect,230735.8125,23420,Tyskland
VW ID.4 Volkswagen GTX 4MOTION AHK 21 TopSportPlus Panorama,430610,25000,Tyskland
VW ID.4 PURE LM19 WÄREMPUMPE NAVIPRO LED PDC,231415.625,32152,Tyskland
VW ID.4 Pro SportPaket PDACH AHK WPumpe NAVI,398016.25,23750,Tyskland
VW ID.4 Volkswagen MAX PRO PERFORMANCE MATRIX PANO LM21 AHK,361697.5,26000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI LED AHK,4646937.5,9218,Tyskland
VW ID.4 Volkswagen 1st ACC AHK WÄRMEPUMPE 20Z KAMERA DAB,241659.375,97103,Tyskland
VW ID.4 Volkswagen Pro Performance Max 77 kWh AHK DCC ACC Navi,341675.625,35221,Tyskland
VW ID.4 Pro Performance NAVI PANO AHK LED,378646.25,19088,Tyskland
VW ID.4 Pro Performance Navigation Einparkhilfe,251344.375,36539,Tyskland
VW ID.4 PRO PERFORMANCE 204PS NP.64T ACC.5JG.AHK.K,363094.375,12990,Tyskland
VW ID.4 Volkswagen GTX 4M 299HP EHEAT MASSAGE TBAR CAM VAT,412320.25,26490,Tyskland
VW ID.4 1st Max Pro Performance 77 kWh 5 Türen,302469.99999999994,83094,Tyskland
VW ID.4 Volkswagen PURE NAVILEDACCSHZ,245961.75,11600,Tyskland
VW ID.4 77kWh 4Motion GTX AHKNAVILED,325471.875,46300,Tyskland
VW ID.4 Volkswagen 220 kW 4Motion GTX mit InfotainmentPaket,372490.6875,5000,Tyskland
VW ID.4 GTX 4MOTION Wärmepumpe ACC Pano Navi Matrix,400344.375,13870,Tyskland
VW ID.4 Pro Goal 210 kW 286 PS DSG AHK,530719.375,5,Tyskland
VW ID.4 Volkswagen Pure Wärmepumpe ACC Kamera EasyOpen Keyless,2691312.5,17541,Tyskland
VW ID.4 Volkswagen Pro Goal IQMATRIXAHKRCAMNAVACC,5038062.5,1,Tyskland
VW ID.4 PURE NAVIPRO LED APPCON PDC,232346.875,54468,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,518659.6875,0,Tyskland
VW ID.4 GTX 4X4 LM21 360CAM HEADUP ACC NAVI,382371.25,29151,Tyskland
VW ID.4 Volkswagen Pro Performance,3929875,17380,Tyskland
VW ID.4 Pro Performance DESIGN KOMFORT SPORT Dynami,316159.375,19772,Tyskland
VW ID.4 PRO PERFORMANCE LIFE 77 KWH AUTOMATIK ACCR,279375,30600,Tyskland
VW ID.4 GTX 250 kW 4Motion,569766.6875,10,Tyskland
VW ID.4 GTX 4Mo. 21 PANO AHK SCHALE DCC HuD,407794.375,19798,Tyskland
VW ID.4 Volkswagen GTX UPE72 LM21 PANO 360,399226.875,29756,Tyskland
VW ID.4 Volkswagen GTX 4MOTION SOFORTPANOAREAVIEWELEKTR.H,444811.5625,50,Tyskland
VW ID.4 Volkswagen Pro h 1GangAutomatik,4451375,1,Tyskland
VW ID.4 Volkswagen Pro Performance Tech Matrix Navi ACC WP SHZ,263450.625,78000,Tyskland
VW ID.4 Pro 210 kW,450566.68750000006,10,Tyskland
VW ID.4 PRO PERFORMANCE MATRIXPANOKAMARHUDAHK,381710.0625,6700,Tyskland
VW ID.4 Volkswagen Pro Move 210 kW286 PS 77 kWh,456312.5,3000,Tyskland
VW ID.4,323330,26125,Tyskland
VW ID.4 Pro Performance NAVI PANO AHK LED,395315.625,9976,Tyskland
"VW ID.4 Volkswagen First Edition elektr.150 kW AHK schwenkbar,",400428.1875,24292,Tyskland
VW ID.4 Pure 109kW 1GangAutomatik,247814.9375,38322,Tyskland
VW ID.4 77 kWh Aktionspaket MOVE AHK Pro 210 kW Move,512001.25,0,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,485423.375,0,Tyskland
VW ID.4 Pro GOAL 77 kWh 20ALU.AHK,521267.1875,0,Tyskland
VW ID.4 Pro GOAL 286PS 77kWhAHKKlimaNavi,529881.25,0,Tyskland
VW ID.4 Volkswagen GTX 4MOTION 250 kW 340 PS 77 kWh Automatik inkl. Überführung inkl. Wartung Inspektion Spor,4321000,1,Tyskland
VW ID.4 Volkswagen GTX SPORTWOCHEN,4088187.5,1,Tyskland
VW ID.4 PURE NAVIPRO LED DAB APPCON CLIMATRONIC,214932.5,26530,Tyskland
VW ID.4 Volkswagen Pro MatrixACCNaviLEDCarPlayKeyLessLM,371987.8125,11355,Tyskland
VW ID.4 Pro GOAL AHK ACC 20,498619.18750000006,0,Tyskland
VW ID.4 Volkswagen PURE FAHRSCHULAUSSTATTUNG KAMERA NAVI,221171.875,31707,Tyskland
VW ID.4 Pro Performance AHKPANOMATRIXSPORTPAKET,367285,14450,Tyskland
VW ID.4 Volkswagen GTX 4MOTION SOFORTAHKPANORAMA21ZOLLGARANTIEVERL,5261562.5,15,Tyskland
VW ID.4 Volkswagen Pure Performance 52 kWh NaviRFKMatrix,357879.375,15000,Tyskland
VW ID.4 Pro 4MOTION 77 kWh 1GangAutomatik,511004.81250000006,0,Tyskland
VW ID.4 GTX 4Mo. 21 PANO AHK SCHALE DCC HuD,395688.125,19798,Tyskland
VW ID.4 PURE AHK NAVIPRO LED ACC SITZHZ PDC,234675,61076,Tyskland
VW ID.4 Pro Performance Max HeadUpMatrixPanoDCC,308988.75,55500,Tyskland
VW ID.4 Pro Performance Navi Matrix ACC Kamera,340278.75,29500,Tyskland
VW ID.4 Volkswagen GTX 4Motion Pano,298000,22546,Tyskland
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist,223285.8125,18015,Tyskland
VW ID.4 Pro Navi ACC LED PDC,325723.3125,7336,Tyskland
VW ID.4 Volkswagen Pro Performance AHK NAVI LED ACC,3603937.5,33601,Tyskland
VW ID.4 Volkswagen Performance Pro LED Matrix AHK Easy Open 20 Zoll Navi,3380437.5,16381,Tyskland
VW ID.4 Volkswagen GTX 250 kW 4Motion mit InfotainmentPaket A,556775.75,8999,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW,305450,2850,Tyskland
VW ID.4 Volkswagen Pro ACCLMSport3xKlimaSoundSysKeyLess,370963.4375,10321,Tyskland
VW ID.4 Volkswagen Pure LED NAV SHZ RearView ParkAssist AppCon,250878.75,23087,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC SHZ,350615.625,24050,Tyskland
VW ID.4 Volkswagen GTX Automatik DCCIQ.LIGHTPANORAMADACH,418410.625,11000,Tyskland
VW ID.4 Volkswagen Pure ACC PDC LED Navi AppConnect,230735.8125,23420,Tyskland
VW ID.4 GTX 250 kW 4Motion mit InfotainmentPaket,652275.4375,10,Tyskland
VW ID.4 Pro AHK LEDSCHWEINW. ASSISTENTEN NAVI,504392.93750000006,0,Tyskland
VW ID.4 Pro Performance 1GangAutomatik Navi LM 19,335063.75,14389,Tyskland
VW ID.4 Pro Goal 77 kWh STANDKLIMAAHKDESINGPAKET20,498432.93750000006,0,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh InfotainmentPaket LED,335156.875,37500,Tyskland
VW ID.4 Volkswagen Pro Performance DesignKomfortMatrix20Wärmep,332456.25,21890,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,501664.375,11,Tyskland
VW ID.4 Volkswagen Pro Performance 1st,269969.375,37500,Tyskland
VW ID.4 Volkswagen Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,5038062.5,1,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro Pro,307312.5,9400,Tyskland
VW ID.4 Volkswagen Pro Performance AHK MATRIX Wärmepumpe FSH,344329.6875,26483,Tyskland
VW ID.4 Pro 210 kW Goal AHKMatrixNaviRückfahrk,532796.0625,0,Tyskland
VW ID.4 Volkswagen PURE LM19 NAVIPRO SITZH ACC PDC LED,226759.375,35903,Tyskland
VW ID.4 Pro Goal,487090.3125,8,Tyskland
VW ID.4 Pure 52 kWh 125 kW Move mit Infotainm.P. 5 Türen,418596.875,10,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh SOFORT VERFÜGBAR,501217.375,0,Tyskland
VW ID.4 Pro Performance Navi LED AHK,366074.375,14000,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW,242031.875,10500,Tyskland
VW ID.4 Pro Performance AHKLEDNAVIACC,352478.125,14698,Tyskland
VW ID.4 Pure Performance Navi LED GRA LaneAssist FrontAssist,223285.8125,22557,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,503471,1,Tyskland
VW ID.4 Pro IQ.Drive AHK KomfortPlus InterieurPlus WP,502316.25,10000,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pro,278443.75,13302,Tyskland
VW ID.4 Pro Perf 21 IQ.LIGHT PANO 360KAMERA WÄRMEP,349125.625,3217,Tyskland
VW ID.4 PURE LM19 NAVIPRO APPCONNECT PDC,225176.25,39734,Tyskland
VW ID.4 Volkswagen Pro Performance 77kwh,323562.8125,8012,Tyskland
VW ID.4 Volkswagen Pro Performance Max IQ.LIGHTNaviACC,296882.5,62719,Tyskland
VW ID.4 Pro Performance AHK MatrixLED KLIMA,346695.0625,17299,Tyskland
VW ID.4 Pro Performance ParkAss. DynLi KeyLess AUT,324447.5,25000,Tyskland
VW ID.4 GTX 4Motion AHK Pano Matrix,352757.5,39900,Tyskland
VW ID.4 Volkswagen PRO SILVER 82kWh LED APPCONNECT SITZH AHK,260284.375,61339,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,534472.3125,10,Tyskland
VW ID.4 Volkswagen GTX Sportwochen️️️,3529437.5,1,Tyskland
VW ID.4 Volkswagen Pro,344469.375,28000,Tyskland
VW ID.4 Pro Performance MATRIXLEDKAMERASHZHZGACC,358345,22779,Tyskland
VW ID.4 GTX 4MOTION AHK 21 TopSportPlus Panorama LED,430610,25000,Tyskland
VW ID.4 4MOTION GTX PANO NAVI AHK LED,591651.0625,0,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW,492631.25,10,Tyskland
VW ID.4 PRO PERFOMANCE FIRST EDITION 77 KWH AUTOMATIK,236537.5,102300,Tyskland
VW ID.4 Volkswagen Pro AHKMassageWPumpeCarPlay360HUDLM,404674.6875,14510,Tyskland
VW ID.4 GTX 299PS NP.73T ACC.5JG.AHK.WÄRMEPUMPE.KA,417805.3125,17590,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI AHK PANO LED,4134750,24215,Tyskland
VW ID.4 Volkswagen Pro Performance 4motion ALLRAD AHZV LED NA,400344.375,19900,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,353409.375,12400,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,349498.125,7519,Tyskland
VW ID.4 GTX NP72 PANO LM21 AHK,428281.875,13271,Tyskland
VW ID.4 Pro Performance AHK Navi Matrix ACC,350615.625,24650,Tyskland
VW ID.4 PURE 52 KWh 170 PS NAVIPDCKLIMALED,235606.25,29439,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI MATRIXLED ACC PDC,284031.25,50000,Tyskland
VW ID.4 PURE LM18 NAVIPRO SITZH LED ACC CLIMATRONIC,231322.5,66505,Tyskland
VW ID.4 Pro 150kW 1Gang Automatik 4 Türen,329569.375,44009,Tyskland
VW ID.4 Volkswagen Pro Performance 77kWh82kWh ACC LED,344469.375,8000,Tyskland
